,fpr,tpr,thresholds
328,0.0,0.26647286821705424,56.0
329,0.0,0.28972868217054265,55.0
330,0.0,0.31589147286821706,54.0
331,0.0,0.3439922480620155,53.0
332,0.0,0.37306201550387597,52.0
333,0.0,0.39825581395348836,51.0
334,0.0,0.45058139534883723,50.0
335,0.0,0.49806201550387597,49.0
336,0.0,0.5513565891472868,48.0
337,0.0,0.6007751937984496,47.0
338,0.0,0.6443798449612403,46.0
339,0.0,0.7015503875968992,45.0
340,0.0,0.7451550387596899,44.0
341,0.0,0.7800387596899225,43.0
342,0.0,0.813953488372093,42.0
343,0.0,0.8498062015503876,41.0
344,0.0,0.8798449612403101,40.0
345,0.0,0.9089147286821705,39.0
346,0.0,0.9263565891472868,38.0
347,0.0,0.9418604651162791,37.0
348,0.0,0.9554263565891473,36.0
349,0.0,0.9660852713178295,35.0
350,0.0,0.9757751937984496,34.0
351,0.0,0.9835271317829457,33.0
352,0.0,0.9893410852713178,32.0
353,0.0,0.9912790697674418,31.0
354,0.0,0.997093023255814,29.0
355,0.0,0.998062015503876,27.0
356,0.0,1.0,26.0
357,0.0011627906976744186,1.0,20.0
358,0.001937984496124031,1.0,19.0
359,0.0034883720930232558,1.0,18.0
360,0.0048449612403100775,1.0,17.0
361,0.005813953488372093,1.0,16.0
362,0.008333333333333333,1.0,15.0
363,0.011821705426356589,1.0,14.0
364,0.01686046511627907,1.0,13.0
365,0.025,1.0,12.0
366,0.03565891472868217,1.0,11.0
367,0.05096899224806201,1.0,10.0
368,0.07093023255813953,1.0,9.0
369,0.08972868217054264,1.0,8.0
370,0.11511627906976744,1.0,7.0
371,0.1434108527131783,1.0,6.0
372,0.16589147286821707,1.0,5.0
373,0.18430232558139534,1.0,4.0
374,0.20135658914728682,1.0,3.0
375,0.22209302325581395,1.0,2.0
376,0.2513565891472868,1.0,1.0
377,0.29127906976744183,1.0,0.0
378,0.33992248062015507,1.0,-1.0
379,0.4042635658914729,1.0,-2.0
380,0.46918604651162793,1.0,-3.0
381,0.5405038759689923,1.0,-4.0
382,0.6040697674418605,1.0,-5.0
383,0.665891472868217,1.0,-6.0
384,0.7058139534883721,1.0,-7.0
385,0.7327519379844961,1.0,-8.0
386,0.7544573643410852,1.0,-9.0
387,0.7897286821705426,1.0,-11.0
388,0.8089147286821705,1.0,-12.0
389,0.8333333333333334,1.0,-13.0
390,0.8573643410852713,1.0,-14.0
391,0.8860465116279069,1.0,-15.0
392,0.9162790697674419,1.0,-16.0
393,0.943217054263566,1.0,-17.0
394,0.9633720930232558,1.0,-18.0
395,0.9790697674418605,1.0,-19.0
396,0.9910852713178294,1.0,-20.0
397,0.9951550387596899,1.0,-21.0
398,0.9982558139534884,1.0,-22.0
399,0.9996124031007751,1.0,-23.0
400,1.0,1.0,-24.0
401,0.0,0.0,inf
402,0.0,0.0009689922480620155,72.0
403,0.0,0.0048449612403100775,68.0
404,0.0,0.006782945736434108,66.0
405,0.0,0.007751937984496124,65.0
406,0.0,0.009689922480620155,64.0
407,0.0,0.015503875968992248,63.0
408,0.0,0.01937984496124031,62.0
409,0.0,0.02616279069767442,61.0
410,0.0,0.0377906976744186,60.0
411,0.0,0.0436046511627907,59.0
412,0.0,0.05232558139534884,58.0
413,0.0,0.07364341085271318,57.0
414,0.0,0.0939922480620155,56.0
415,0.0,0.1182170542635659,55.0
416,0.0,0.15213178294573643,54.0
417,0.0,0.19186046511627908,53.0
418,0.0,0.25387596899224807,52.0
419,0.0,0.3071705426356589,51.0
420,0.0,0.3536821705426357,50.0
421,0.0,0.4108527131782946,49.0
422,0.0,0.4786821705426357,48.0
423,0.0,0.5406976744186046,47.0
424,0.0,0.5988372093023255,46.0
425,0.0,0.6414728682170543,45.0
426,0.0,0.687015503875969,44.0
427,0.0,0.7296511627906976,43.0
428,0.0,0.7713178294573644,42.0
429,0.0,0.8091085271317829,41.0
430,0.0,0.8391472868217055,40.0
431,0.0,0.8594961240310077,39.0
432,0.0,0.8846899224806202,38.0
433,0.0,0.8972868217054264,37.0
434,0.0,0.9166666666666666,36.0
435,0.0,0.9341085271317829,35.0
436,0.0,0.9428294573643411,34.0
437,0.0,0.9525193798449613,33.0
438,0.0,0.9651162790697675,32.0
439,0.0,0.9738372093023255,31.0
440,0.0,0.9777131782945736,30.0
441,0.0,0.9854651162790697,29.0
442,0.0,0.9893410852713178,28.0
443,0.0,0.9932170542635659,26.0
444,0.0003875968992248062,0.9951550387596899,24.0
445,0.0007751937984496124,0.9961240310077519,23.0
446,0.0007751937984496124,0.997093023255814,22.0
447,0.001937984496124031,0.998062015503876,21.0
448,0.0025193798449612403,0.998062015503876,20.0
449,0.0032945736434108527,0.999031007751938,19.0
450,0.004651162790697674,0.999031007751938,18.0
451,0.006201550387596899,1.0,17.0
452,0.009302325581395349,1.0,16.0
453,0.012984496124031008,1.0,15.0
454,0.01996124031007752,1.0,14.0
455,0.02558139534883721,1.0,13.0
