,fpr,tpr,thresholds
149,0.01433349259436216,0.7370786516853932,11.0
150,0.014811275680840898,0.7812734082397004,10.0
151,0.015766841853798376,0.8187265917602996,9.0
152,0.016244624940277116,0.850936329588015,8.0
153,0.017200191113234592,0.8846441947565543,7.0
154,0.018155757286192068,0.9153558052434457,6.0
155,0.018155757286192068,0.9438202247191011,5.0
156,0.018633540372670808,0.9625468164794008,4.0
157,0.019111323459149548,0.9760299625468165,3.0
158,0.0210224558050645,0.9842696629213483,2.0
159,0.02150023889154324,0.9917602996254682,1.0
160,0.022933588150979456,0.9940074906367041,0.0
161,0.023889154323936932,0.9977528089887641,-1.0
162,0.024366937410415672,0.9977528089887641,-2.0
163,0.026755852842809364,0.9992509363295881,-3.0
164,0.02818920210224558,0.9992509363295881,-4.0
165,0.02818920210224558,1.0,-5.0
166,0.029622551361681796,1.0,-6.0
167,0.03153368370759675,1.0,-8.0
168,0.03296703296703297,1.0,-9.0
169,0.03487816531294792,1.0,-10.0
170,0.03678929765886288,1.0,-12.0
171,0.037267080745341616,1.0,-13.0
172,0.03870043000477783,1.0,-14.0
173,0.03965599617773531,1.0,-15.0
174,0.042522694696607743,1.0,-17.0
175,0.04300047778308648,1.0,-18.0
176,0.04395604395604396,1.0,-19.0
177,0.045389393215480175,1.0,-20.0
178,0.04634495938843765,1.0,-22.0
179,0.04730052556139513,1.0,-23.0
180,0.047778308647873864,1.0,-25.0
181,0.04921165790731008,1.0,-26.0
182,0.05112279025322503,1.0,-27.0
183,0.05255613951266125,1.0,-28.0
184,0.05446727185857621,1.0,-30.0
185,0.05733397037744864,1.0,-31.0
186,0.057811753463927376,1.0,-32.0
187,0.058767319636884856,1.0,-33.0
188,0.06067845198279981,1.0,-34.0
189,0.06163401815575729,1.0,-35.0
190,0.0630673674151935,1.0,-39.0
191,0.06402293358815098,1.0,-40.0
192,0.06450071667462971,1.0,-42.0
193,0.06736741519350214,1.0,-45.0
194,0.0678451982799809,1.0,-46.0
195,0.06880076445293837,1.0,-48.0
196,0.07071189679885333,1.0,-50.0
197,0.07262302914476827,1.0,-53.0
198,0.0754897276636407,1.0,-55.0
199,0.07740086000955566,1.0,-56.0
200,0.07883420926899187,1.0,-57.0
201,0.08265647396082179,1.0,-62.0
202,0.08456760630673674,1.0,-64.0
203,0.08552317247969422,1.0,-67.0
204,0.0864787386526517,1.0,-69.0
205,0.08886765408504539,1.0,-80.0
206,0.09077878643096035,1.0,-82.0
207,0.09221213569039656,1.0,-83.0
208,0.09412326803631152,1.0,-84.0
209,0.09555661729574773,1.0,-85.0
210,0.10320114667940755,1.0,-87.0
211,0.10606784519827998,1.0,-88.0
212,0.10989010989010989,1.0,-89.0
213,0.11419015766841854,1.0,-90.0
214,0.12087912087912088,1.0,-91.0
215,0.12995699952221693,1.0,-92.0
216,0.15193502150023888,1.0,-93.0
217,0.17104634495938845,1.0,-94.0
218,0.18681318681318682,1.0,-95.0
219,0.21213569039655997,1.0,-96.0
220,0.2408026755852843,1.0,-97.0
221,0.27472527472527475,1.0,-98.0
222,0.3067367415193502,1.0,-99.0
223,0.3449593884376493,1.0,-100.0
224,0.38461538461538464,1.0,-101.0
225,0.42331581462016243,1.0,-102.0
226,0.46058289536550406,1.0,-103.0
227,0.5021500238891543,1.0,-104.0
228,0.5274725274725275,1.0,-105.0
229,0.5561395126612518,1.0,-106.0
230,0.5967510750119446,1.0,-107.0
231,0.6249402771141902,1.0,-108.0
232,0.652651696129957,1.0,-109.0
233,0.6798853320592451,1.0,-110.0
234,0.7013855709507884,1.0,-111.0
235,0.7200191113234592,1.0,-112.0
236,0.7467749641662685,1.0,-113.0
237,0.774964166268514,1.0,-114.0
238,0.7912087912087912,1.0,-115.0
239,0.8107978977544195,1.0,-116.0
240,0.829909221213569,1.0,-117.0
241,0.84472049689441,1.0,-118.0
242,0.8600095556617295,1.0,-119.0
243,0.8681318681318682,1.0,-120.0
244,0.8810320114667941,1.0,-121.0
245,0.8910654562828476,1.0,-122.0
246,0.9073100812231247,1.0,-123.0
247,0.9135212613473483,1.0,-124.0
248,0.9235547061634019,1.0,-125.0
249,0.9302436693741042,1.0,-126.0
250,0.9388437649307214,1.0,-127.0
251,1.0,1.0,-128.0
