   INFO: root.utils.print_file_level_classification_summary.FloatTrain: File-Level Classification Summary of FloatTrain:
 +----+------------------+-------------------------------------------------------------------+---------------+--------------------------+-----------------------------+-------------------------------+---------------------+
|    |    True Class    |                               File                                | Total Samples | Predicted as BladeDamage | Predicted as BladeImbalance | Predicted as BladeObstruction | Predicted as Normal |
| 16 | BladeObstruction | 250306_motor_m0_label3_BladeObstruction_vibData_1741250661553.csv |      55       |            0             |              0              |              55               |          0          |
| 17 | BladeObstruction | 250306_motor_m0_label3_BladeObstruction_vibData_1741250667674.csv |      55       |            0             |              0              |              55               |          0          |
| 18 | BladeObstruction | 250325_motor_m0_label3_BladeObstruction_vibData_1742888048540.csv |      71       |            0             |              0              |              71               |          0          |
| 19 | BladeObstruction | 250325_motor_m0_label3_BladeObstruction_vibData_1742888263662.csv |      71       |            0             |              0              |              71               |          0          |
| 20 | BladeObstruction | 250325_motor_m0_label3_BladeObstruction_vibData_1742888416962.csv |      71       |            0             |              0              |              71               |          0          |
| 21 |      Normal      |      250305_motor_m0_label0_normal_vibData_1741169953889.csv      |      71       |            0             |              0              |               0               |         71          |
| 22 |      Normal      |      250305_motor_m0_label0_normal_vibData_1741169975124.csv      |      71       |            0             |              0              |               0               |         71          |
| 23 |      Normal      |      250305_motor_m0_label0_normal_vibData_1741170187659.csv      |      71       |            0             |              0              |               0               |         71          |
| 24 |      Normal      |      250305_motor_m0_label0_normal_vibData_1741170194759.csv      |      71       |            0             |              0              |               0               |         71          |
| 25 |      Normal      |      250305_motor_m0_label0_normal_vibData_1741170265657.csv      |      71       |            0             |              0              |               0               |         71          |
| 26 |      Normal      |      250306_motor_m0_label0_Normal_vibData_1741250033061.csv      |      55       |            0             |              0              |               0               |         55          |
| 27 |      Normal      |      250325_motor_m0_label0_Normal_vibData_1742890174486.csv      |      71       |            0             |              0              |               0               |         71          |
| 28 |      Normal      |      250325_motor_m0_label0_Normal_vibData_1742890181641.csv      |      71       |            0             |              0              |               0               |         71          |
| 29 |      Normal      |      250325_motor_m0_label0_Normal_vibData_1742890310497.csv      |      71       |            0             |              0              |               0               |         71          |
| 30 |      Normal      |      250325_motor_m0_label0_Normal_vibData_1742890339115.csv      |      71       |            0             |              0              |               0               |         71          |
+----+------------------+-------------------------------------------------------------------+---------------+--------------------------+-----------------------------+-------------------------------+---------------------+
